Player,Team,Nation,Pos,Age,MP,Starts_x,Min,Ast_x,G-PK,PKatt_x,CrdY,CrdR,xG_x,npxG_x,xAG_x,PrgC_x,PrgP_x,PrgR_x,Ast_x,G-PK,G+A-PK,xG_x,xAG_x,xG+xAG,npxG_x,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_y,PKA,PKsv,PKm,Save%,Gls,Sh_x,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG_y,npxG_y,npxG/Sh,G-xG,np:G-xG,Cmp_x,Att_x,Cmp%,TotDist_x,PrgDist_x,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Ast_y,xAG_y,xA,A-xAG,KP,1/3_x,PPA,CrsPA,PrgP_y,Live_x,Dead,FK_y,TB,Sw,Crs_x,TI,CK,In,Out,Str,Off_x,Blocks_x,SCA,SCA90,PassLive,PassDead,TO,Sh_y,Fld_x,Def,GCA,GCA90,PassLive,PassDead,TO,Sh_y,Fld_x,Def,Tkl,TklW,Def 3rd_x,Mid 3rd_x,Att 3rd_x,Tkl,Att_y,Tkl%,Lost_x,Blocks_y,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd_y,Mid 3rd_y,Att 3rd_y,Att Pen,Live_y,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_y,PrgDist_y,PrgC_y,1/3_y,CPA,Mis,Dis,Rec,PrgR_y,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,onxG,onxGA,Fls,Fld_y,Off_y,OG,Recov,Won,Lost_y,Won%
Levi Colwill,Chelsea,eng ENG,DF,20,23,20,"1,797",1,1,0,2,0,1.3,1.3,1.2,23,73,27,0.05,0.05,0.10,0.06,0.06,0.12,0.06,,,,,,,,,,,,,,,,1,11,3,27.3,0.55,0.15,0.09,0.33,11.9,0,0,0,1.3,1.3,0.12,-0.3,-0.3,965,1163,83.0,16310,5939,444,495,89.7,456,508,89.8,51,117,43.6,1,1.2,0.5,-0.2,7,82,6,0,73,1033,126,28,4,0,12,94,0,0,0,0,4,17,27,1.35,21,1,1,4,0,0,3,0.15,3,0,0,0,0,0,48,30,26,17,5,26,34,76.5,8,28,10,18,26,74,66,0,1392,108,570,669,164,26,1392,13,9,69.2,4,30.8,766,3602,1985,23,17,2,22,4,873,27,84,15,3,37,4,1.52,29,26,35.9,27.8,25,14,4,0,96,43,20,68.3
Lewis Cook,Bournemouth,eng ENG,MF,26,33,32,"2,786",3,0,0,5,1,0.4,0.4,4.3,22,142,15,0.10,0.00,0.10,0.01,0.14,0.15,0.01,,,,,,,,,,,,,,,,0,12,4,33.3,0.39,0.13,0.00,0.00,24.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4,1135,1487,76.3,20294,6864,458,539,85.0,539,616,87.5,112,257,43.6,3,4.3,3.0,-1.3,46,138,20,4,142,1290,195,88,2,3,132,10,93,81,5,1,2,25,77,2.49,48,22,2,2,0,3,4,0.13,3,0,0,0,0,1,61,41,24,30,7,34,63,54.0,29,32,11,21,65,126,46,1,1773,92,418,1003,382,9,1773,36,21,58.3,14,38.9,786,3970,1971,22,24,0,35,19,865,15,86,26,1,45,0,1.24,43,50,46.1,45.8,39,16,2,0,228,42,29,59.2
Lewis Dobbin,Everton,eng ENG,MF,20,12,1,232,0,1,0,1,0,0.3,0.3,0.5,6,3,20,0.00,0.39,0.39,0.11,0.19,0.30,0.11,,,,,,,,,,,,,,,,1,5,2,40.0,1.94,0.78,0.20,0.50,15.6,0,0,0,0.3,0.3,0.06,+0.7,+0.7,44,65,67.7,537,95,32,36,88.9,9,17,52.9,2,5,40.0,0,0.5,0.1,-0.5,4,0,3,1,3,60,3,1,0,0,7,2,0,0,0,0,2,3,6,2.33,3,0,0,2,1,0,0,0.00,0,0,0,0,0,0,9,7,3,5,1,5,9,55.6,4,5,1,4,1,10,0,0,127,0,24,42,65,11,127,21,6,28.6,15,71.4,89,622,211,6,11,4,12,6,80,20,65,0,11,15,16,0.92,2,3,5.8,3.9,3,6,0,0,20,2,1,66.7
Lewis Dunk,Brighton,eng ENG,DF,31,33,33,"2,869",1,3,0,7,1,3.1,3.1,0.9,33,152,13,0.03,0.09,0.13,0.10,0.03,0.12,0.10,,,,,,,,,,,,,,,,3,33,12,36.4,1.04,0.38,0.09,0.25,13.4,4,0,0,3.1,3.1,0.09,-0.1,-0.1,2977,3233,92.1,50791,19478,1343,1382,97.2,1340,1417,94.6,216,340,63.5,1,0.9,2.2,+0.1,13,204,8,1,152,3005,219,115,2,16,7,5,0,0,0,0,9,5,48,1.51,39,3,0,6,0,0,7,0.22,6,0,0,1,0,0,27,14,17,9,1,13,36,36.1,23,49,37,12,31,58,90,1,3481,554,1811,1542,145,51,3481,8,5,62.5,2,25.0,2417,10752,5605,33,18,2,9,2,2681,13,87,29,0,N/a,0,1.30,49,52,46.0,46.4,23,12,1,0,180,57,32,64.0
Lewis Hall,Newcastle Utd,eng ENG,DF,18,18,8,781,0,1,0,2,0,0.3,0.3,0.3,19,46,27,0.00,0.12,0.12,0.04,0.03,0.07,0.04,,,,,,,,,,,,,,,,1,11,4,36.4,1.27,0.46,0.09,0.25,20.8,0,0,0,0.3,0.3,0.03,+0.7,+0.7,452,552,81.9,7570,3083,229,248,92.3,186,220,84.5,33,61,54.1,0,0.3,0.7,-0.3,3,41,3,1,46,474,76,11,0,2,23,59,6,6,0,0,2,12,20,2.30,14,1,3,1,1,0,3,0.35,3,0,0,0,0,0,28,18,17,10,1,17,28,60.7,11,17,2,15,12,40,22,1,668,35,255,285,137,12,668,18,9,50.0,7,38.9,343,1783,1035,19,16,5,9,13,400,27,82,3,10,13,15,1.44,23,12,22.0,12.9,5,5,0,0,56,10,11,47.6
Lewis Miley,Newcastle Utd,eng ENG,MF,17,17,14,"1,202",3,1,0,1,0,1.2,1.2,1.7,14,53,54,0.22,0.07,0.30,0.09,0.13,0.22,0.09,,,,,,,,,,,,,,,,1,13,3,23.1,0.97,0.22,0.08,0.33,15.4,0,0,0,1.2,1.2,0.10,-0.2,-0.2,441,535,82.4,6580,1615,255,296,86.1,143,165,86.7,24,40,60.0,3,1.7,1.4,+1.3,12,26,12,2,53,535,0,0,4,2,11,0,0,0,0,0,0,13,31,2.32,24,0,2,3,0,2,5,0.37,4,0,0,0,0,1,33,21,6,20,7,15,32,46.9,17,20,3,17,8,41,18,2,674,36,164,305,212,35,674,17,8,47.1,8,47.1,350,1664,654,14,7,6,16,10,435,54,80,6,3,29,1,1.18,26,29,22.5,30.1,5,6,2,0,78,11,12,47.8
Lisandro Martínez,Manchester Utd,ar ARG,DF,25,11,8,646,1,0,0,3,0,0.0,0.0,0.1,8,28,1,0.14,0.00,0.14,0.00,0.01,0.01,0.00,,,,,,,,,,,,,,,,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,411,446,92.2,6870,2103,186,192,96.9,192,202,95.0,26,41,63.4,1,0.1,0.1,+0.9,3,29,1,0,28,414,30,10,1,1,2,0,0,0,0,0,2,1,7,0.98,6,0,0,0,0,1,1,0.14,1,0,0,0,0,0,12,8,8,4,0,5,12,41.7,7,10,8,2,5,17,26,0,510,75,234,259,18,2,510,4,2,50.0,1,25.0,338,1775,1062,8,3,0,1,3,351,1,74,2,3,19,0,1.82,12,12,11.0,11.5,6,3,0,1,33,4,5,44.4
Lloyd Kelly,Bournemouth,eng ENG,DF,24,23,17,"1,559",1,0,0,2,0,0.3,0.3,1.2,15,56,28,0.06,0.00,0.06,0.02,0.07,0.09,0.02,,,,,,,,,,,,,,,,0,4,1,25.0,0.23,0.06,0.00,0.00,8.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,673,906,74.3,13526,4407,234,277,84.5,341,400,85.3,90,191,47.1,1,1.2,0.8,-0.2,9,76,7,4,56,771,129,22,1,10,21,107,0,0,0,0,6,19,29,1.67,24,2,1,0,1,1,3,0.17,3,0,0,0,0,0,24,19,10,9,5,14,25,56.0,11,22,12,10,13,37,67,0,1065,127,432,484,156,11,1065,4,2,50.0,0,0.0,540,2680,1451,15,10,2,20,6,572,28,83,12,6,25,0,1.13,22,32,24.4,25.0,17,13,0,0,121,28,18,60.9
Lorenz Assignon,Burnley,tg TOG,DF,23,15,15,"1,234",2,1,0,5,1,0.4,0.4,2.6,38,34,57,0.15,0.07,0.22,0.03,0.19,0.22,0.03,,,,,,,,,,,,,,,,1,9,4,44.4,0.66,0.29,0.11,0.25,22.1,0,0,0,0.4,0.4,0.04,+0.6,+0.6,352,485,72.6,5411,1984,182,225,80.9,152,194,78.4,10,31,32.3,2,2.6,1.6,-0.6,13,16,10,5,34,378,104,3,0,0,29,101,0,0,0,0,3,19,23,1.68,18,3,1,0,1,0,2,0.15,2,0,0,0,0,0,35,17,18,13,4,14,27,51.9,13,22,7,15,19,54,43,1,670,46,210,270,207,30,670,32,13,40.6,17,53.1,283,1862,1063,38,16,12,27,13,303,57,82,10,0,N/a,0,0.73,14,30,17.4,28.7,33,16,1,0,67,13,17,43.3
Luca Koleosho,Burnley,it ITA,"MF,FW",18,15,13,974,1,1,0,0,0,2.0,2.0,1.3,53,19,82,0.09,0.09,0.18,0.18,0.12,0.30,0.18,,,,,,,,,,,,,,,,1,23,5,21.7,2.13,0.46,0.04,0.20,18.5,0,0,0,2.0,2.0,0.09,-1.0,-1.0,192,274,70.1,2509,475,126,153,82.4,56,79,70.9,2,9,22.2,1,1.3,1.1,-0.3,11,9,6,2,19,267,6,2,0,0,23,4,0,0,0,0,1,16,28,2.59,12,0,11,2,3,0,6,0.56,2,0,3,0,1,0,7,4,2,5,0,2,10,20.0,8,13,0,13,2,9,0,0,416,5,33,149,240,52,416,78,33,42.3,39,50.0,299,2603,1383,53,37,29,22,14,313,82,69,0,2,38,0,0.47,11,23,9.0,15.4,18,13,8,0,46,2,27,6.9
Lucas Digne,Aston Villa,fr FRA,DF,30,33,27,"2,410",3,1,0,7,0,1.1,1.1,4.1,42,77,200,0.11,0.04,0.15,0.04,0.15,0.19,0.04,,,,,,,,,,,,,,,,1,20,4,20.0,0.75,0.15,0.05,0.25,20.0,6,0,0,1.1,1.1,0.05,-0.1,-0.1,1015,1351,75.1,16244,5595,524,594,88.2,406,529,76.7,66,148,44.6,3,4.1,3.6,-1.1,37,49,34,15,77,1095,253,36,0,4,154,181,36,25,5,0,3,42,74,2.76,48,19,0,3,3,1,4,0.15,4,0,0,0,0,0,47,19,35,9,3,25,44,56.8,19,20,2,18,26,73,67,0,1590,71,468,541,593,56,1590,33,10,30.3,16,48.5,840,3630,1786,42,19,4,16,15,925,200,85,18,6,19,0,1.76,54,41,43.6,41.9,29,30,3,0,101,42,24,63.6
Lucas Paquetá,West Ham,br BRA,"FW,MF",25,31,31,"2,622",6,2,2,10,0,5.4,3.8,5.4,34,187,116,0.21,0.07,0.27,0.18,0.18,0.37,0.13,,,,,,,,,,,,,,,,4,40,8,20.0,1.37,0.27,0.05,0.25,17.8,1,2,2,5.4,3.8,0.10,-1.4,-1.8,1082,1465,73.9,16561,5842,598,714,83.8,334,435,76.8,95,173,54.9,6,5.4,5.1,+0.6,43,143,50,8,187,1397,60,20,30,17,35,11,0,0,0,0,8,53,95,3.26,77,1,7,2,6,2,16,0.55,13,1,2,0,0,0,71,48,38,26,7,25,52,48.1,27,28,1,27,21,92,28,2,1845,42,319,1018,533,63,1843,77,41,53.2,29,37.7,1103,4489,1771,34,40,12,72,81,1350,116,85,15,0,N/a,0,1.58,52,52,39.2,50.5,47,66,5,0,194,59,59,50.0
Luis Díaz,Liverpool,co COL,FW,26,37,32,"2,629",5,8,0,3,0,11.9,11.9,5.7,137,113,302,0.17,0.27,0.45,0.41,0.19,0.60,0.41,,,,,,,,,,,,,,,,8,94,32,34.0,3.22,1.10,0.09,0.25,15.0,0,0,0,11.9,11.9,0.13,-3.9,-3.9,898,1075,83.5,13772,2931,527,584,90.2,274,320,85.6,68,91,74.7,5,5.7,4.7,-0.7,64,62,45,3,113,1040,29,4,4,11,26,24,0,0,0,0,6,29,163,5.58,121,1,17,15,8,1,9,0.31,9,0,0,0,0,0,35,25,5,17,13,7,30,23.3,23,15,0,15,3,38,8,0,1453,10,94,529,858,219,1453,140,67,47.9,57,40.7,1017,7500,3690,137,77,70,69,72,1128,302,78,11,5,24,0,2.14,67,33,66.1,35.4,54,42,20,0,127,26,48,35.1
Luis Sinisterra,Bournemouth,co COL,"FW,MF",24,20,7,699,2,2,0,0,0,2.5,2.5,2.4,51,38,85,0.26,0.26,0.52,0.33,0.31,0.64,0.33,,,,,,,,,,,,,,,,2,27,8,29.6,3.48,1.03,0.07,0.25,13.9,0,0,0,2.5,2.5,0.09,-0.5,-0.5,226,292,77.4,3223,747,145,169,85.8,57,66,86.4,13,20,65.0,2,2.4,1.1,-0.4,20,9,16,1,38,292,0,0,1,5,11,0,0,0,0,0,0,16,42,5.42,27,0,9,4,0,2,3,0.39,0,0,0,3,0,0,23,12,9,10,4,9,16,56.3,7,18,0,18,8,31,4,0,430,11,63,134,242,83,430,49,29,59.2,18,36.7,267,2098,1195,51,20,35,24,10,309,85,59,0,13,22,4,1.35,12,18,13.7,11.4,11,6,4,0,47,16,20,44.4
Luke Berry,Luton Town,eng ENG,"MF,DF",31,17,2,323,1,2,0,1,0,1.0,1.0,0.3,1,8,7,0.28,0.56,0.84,0.28,0.07,0.35,0.28,,,,,,,,,,,,,,,,2,8,4,50.0,2.23,1.11,0.25,0.50,10.9,0,0,0,1.0,1.0,0.13,+1.0,+1.0,64,99,64.6,984,310,38,45,84.4,18,32,56.3,6,15,40.0,1,0.3,0.1,+0.7,2,5,0,0,8,83,16,4,0,0,8,2,6,5,1,0,0,3,6,1.67,2,1,1,2,0,0,1,0.28,0,0,1,0,0,0,7,2,2,4,1,2,3,66.7,1,6,1,5,0,7,3,0,143,5,28,70,46,13,143,3,2,66.7,0,0.0,56,141,30,1,2,0,5,4,70,7,69,0,15,12,16,0.59,8,8,4.2,9.8,6,7,0,0,8,7,7,50.0
Luke Shaw,Manchester Utd,eng ENG,DF,28,12,12,959,0,0,0,6,0,0.0,0.0,1.0,10,45,30,0.00,0.00,0.00,0.00,0.09,0.10,0.00,,,,,,,,,,,,,,,,0,2,0,0.0,0.19,0.00,0.00,N/a,21.2,0,0,0,0.0,0.0,0.02,0.0,0.0,531,648,81.9,8242,3114,273,306,89.2,201,237,84.8,31,65,47.7,0,1.0,0.9,-1.0,13,33,7,0,45,540,106,17,2,3,33,62,19,3,12,0,2,10,23,2.16,13,9,1,0,0,0,0,0.00,0,0,0,0,0,0,11,8,7,3,1,9,15,60.0,6,18,11,7,6,17,39,0,754,81,283,326,148,12,754,11,7,63.6,4,36.4,398,1854,832,10,11,1,14,6,435,30,80,7,0,N/a,0,1.83,16,13,19.8,19.3,14,3,0,0,59,13,10,56.5
Luke Thomas,Sheffield Utd,eng ENG,DF,22,12,11,917,0,0,0,3,0,0.5,0.5,0.1,8,33,22,0.00,0.00,0.00,0.05,0.00,0.06,0.05,,,,,,,,,,,,,,,,0,6,1,16.7,0.59,0.10,0.00,0.00,15.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5,234,319,73.4,3866,1408,115,133,86.5,96,121,79.3,19,44,43.2,0,0.1,0.2,-0.1,2,23,5,2,33,287,32,1,0,0,13,31,0,0,0,0,0,14,10,0.98,8,0,0,1,1,0,0,0.00,0,0,0,0,0,0,20,9,13,6,1,8,14,57.1,6,23,5,18,10,30,27,0,430,34,160,188,88,11,430,10,5,50.0,4,40.0,191,803,391,8,7,1,11,5,230,22,81,7,1,23,4,0.42,5,29,7.9,21.8,10,13,0,0,39,10,15,40.0
Lyle Foster,Burnley,za RSA,"FW,MF",22,24,22,"1,899",3,5,0,0,1,4.5,4.5,1.9,55,37,104,0.14,0.24,0.38,0.21,0.09,0.30,0.21,,,,,,,,,,,,,,,,5,34,16,47.1,1.61,0.76,0.15,0.31,14.6,0,0,0,4.5,4.5,0.13,+0.5,+0.5,312,461,67.7,4471,835,197,268,73.5,91,124,73.4,14,20,70.0,3,1.9,1.3,+1.1,19,21,12,0,37,430,29,2,3,5,3,4,0,0,0,0,2,16,41,1.95,35,0,2,3,1,0,4,0.19,4,0,0,0,0,0,19,10,5,6,8,6,17,35.3,11,13,3,10,3,22,34,0,692,41,93,289,321,93,692,39,19,48.7,18,46.2,380,2464,1278,55,31,36,69,33,479,104,84,10,2,24,0,0.79,22,43,21.9,41.2,24,11,14,0,51,50,106,32.1
Mads Juel Andersen,Luton Town,dk DEN,DF,25,8,4,400,0,1,0,1,0,0.3,0.3,0.0,0,7,1,0.00,0.23,0.23,0.06,0.00,0.06,0.06,,,,,,,,,,,,,,,,1,3,1,33.3,0.68,0.23,0.33,1.00,9.2,0,0,0,0.3,0.3,0.09,+0.7,+0.7,87,117,74.4,1570,766,41,47,87.2,37,48,77.1,9,19,47.4,0,0.0,0.0,0.0,0,7,0,0,7,115,2,0,0,1,0,2,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6,5,4,2,0,4,4,100.0,0,9,6,3,8,14,29,0,182,56,118,57,7,4,182,1,0,0.0,1,100.0,58,301,112,0,0,0,6,0,64,1,78,2,4,22,4,1.13,2,6,3.5,7.3,6,2,0,0,25,11,5,68.8
Mads Roerslev,Brentford,dk DEN,DF,24,34,22,"1,985",2,1,0,1,0,0.9,0.9,1.8,18,43,90,0.09,0.05,0.14,0.04,0.08,0.12,0.04,,,,,,,,,,,,,,,,1,7,1,14.3,0.32,0.05,0.14,1.00,14.3,0,0,0,0.9,0.9,0.14,+0.1,+0.1,496,742,66.8,8448,2978,238,301,79.1,202,297,68.0,47,93,50.5,2,1.8,1.4,+0.2,15,32,23,21,43,664,74,3,1,3,62,71,0,0,0,0,4,29,33,1.50,29,0,3,0,0,1,3,0.14,3,0,0,0,0,0,48,31,34,9,5,27,54,50.0,27,15,3,12,19,67,71,0,966,99,362,342,268,23,966,28,11,39.3,15,53.6,448,1985,864,18,12,6,23,15,520,90,79,8,12,20,3,1.09,32,40,32.3,37.4,10,15,3,0,82,14,27,34.1
Mahmoud Dahoud,Brighton,de GER,MF,27,9,6,452,1,0,0,1,1,0.2,0.2,0.9,4,11,6,0.20,0.00,0.20,0.04,0.18,0.22,0.04,,,,,,,,,,,,,,,,0,6,1,16.7,1.19,0.20,0.00,0.00,26.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,284,328,86.6,4011,886,169,176,96.0,84,99,84.8,16,25,64.0,1,0.9,0.4,+0.1,10,21,1,1,11,326,2,2,1,0,3,0,0,0,0,0,0,8,13,2.59,13,0,0,0,0,0,2,0.40,2,0,0,0,0,0,9,4,2,4,3,3,9,33.3,6,4,1,3,1,10,5,0,368,12,86,225,58,4,368,5,2,40.0,3,60.0,239,951,406,4,3,1,6,5,303,6,68,0,3,16,8,2.11,10,5,7.9,4.1,6,2,0,0,26,0,5,0.0
Malo Gusto,Chelsea,fr FRA,DF,20,27,19,"1,751",6,0,0,7,1,0.9,0.9,4.3,78,86,135,0.31,0.00,0.31,0.05,0.22,0.27,0.05,,,,,,,,,,,,,,,,0,15,5,33.3,0.77,0.26,0.00,0.00,18.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9,1230,1423,86.4,17534,5080,761,829,91.8,394,454,86.8,48,73,65.8,6,4.3,3.3,+1.7,32,49,29,13,86,1244,176,38,2,0,64,138,0,0,0,0,3,29,52,2.67,47,2,1,0,0,2,7,0.36,7,0,0,0,0,0,55,27,34,15,6,35,52,67.3,17,28,4,24,17,72,43,1,1641,71,470,698,499,49,1641,42,17,40.5,20,47.6,972,5376,2791,78,41,16,32,12,1103,135,83,8,8,21,1,1.81,38,27,40.0,23.5,22,30,6,0,126,8,19,29.6
Manor Solomon,Tottenham,il ISR,FW,24,5,2,199,2,0,0,1,0,0.4,0.4,0.8,17,11,44,0.90,0.00,0.90,0.19,0.38,0.56,0.19,,,,,,,,,,,,,,,,0,7,1,14.3,3.17,0.45,0.00,0.00,16.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,78,90,86.7,1105,196,45,48,93.8,28,35,80.0,3,4,75.0,2,0.8,0.8,+1.2,12,3,7,1,11,90,0,0,1,0,5,0,0,0,0,0,0,1,19,8.59,16,0,1,1,1,0,2,0.90,2,0,0,0,0,0,3,3,1,1,1,1,2,50.0,1,4,0,4,3,6,2,0,125,1,14,29,83,20,125,17,10,58.8,7,41.2,92,695,404,17,8,9,5,2,92,44,73,0,3,18,2,2.60,6,2,4.7,1.8,2,1,1,0,11,0,1,0.0
Manuel Akanji,Manchester City,ch SUI,"DF,MF",28,30,28,"2,511",0,2,0,4,1,1.9,1.9,0.5,46,148,36,0.00,0.07,0.07,0.07,0.02,0.09,0.07,,,,,,,,,,,,,,,,2,15,5,33.3,0.54,0.18,0.13,0.40,17.0,0,0,0,1.9,1.9,0.13,+0.1,+0.1,2180,2334,93.4,35688,9787,1091,1136,96.0,923,975,94.7,126,163,77.3,0,0.5,1.8,-0.5,13,214,15,2,148,2261,71,34,4,15,9,27,0,0,0,0,2,10,55,1.97,45,1,0,3,2,4,4,0.14,4,0,0,0,0,0,42,28,16,18,8,22,39,56.4,17,28,12,16,23,65,70,3,2544,163,779,1385,392,27,2544,4,2,50.0,2,50.0,1639,8282,4923,46,51,3,14,9,1983,36,88,25,2,23,4,2.40,72,23,57.1,26.8,17,19,0,0,142,27,27,50.0
Marc Cucurella,Chelsea,es ESP,DF,25,21,20,"1,782",2,0,0,10,0,1.1,1.1,1.1,31,50,73,0.10,0.00,0.10,0.06,0.05,0.11,0.06,,,,,,,,,,,,,,,,0,8,4,50.0,0.40,0.20,0.00,0.00,14.4,0,0,0,1.1,1.1,0.14,-1.1,-1.1,1036,1196,86.6,15110,4408,595,645,92.2,383,430,89.1,32,65,49.2,2,1.1,1.2,+0.9,19,51,7,4,50,1043,153,30,1,2,16,123,0,0,0,0,0,26,35,1.77,28,1,1,1,4,0,3,0.15,2,0,0,0,1,0,62,38,36,21,5,34,64,53.1,30,36,13,23,22,84,48,0,1426,91,575,590,270,27,1426,13,4,30.8,7,53.8,657,2861,1579,31,15,3,15,6,873,73,87,16,1,45,6,1.81,50,33,39.8,31.2,23,35,1,1,96,22,17,56.4
Marc Guéhi,Crystal Palace,eng ENG,DF,23,25,23,"2,021",1,0,0,2,0,0.6,0.6,0.6,15,67,7,0.04,0.00,0.04,0.03,0.03,0.05,0.03,,,,,,,,,,,,,,,,0,5,0,0.0,0.22,0.00,0.00,N/a,9.7,0,0,0,0.6,0.6,0.13,-0.6,-0.6,1138,1309,86.9,22770,7962,363,403,90.1,636,673,94.5,130,212,61.3,1,0.6,1.0,+0.4,7,90,5,0,67,1251,56,51,1,18,3,5,0,0,0,0,2,5,22,0.98,17,0,0,2,2,1,2,0.09,2,0,0,0,0,0,28,19,21,7,0,14,24,58.3,10,22,17,5,18,46,89,1,1501,196,761,678,67,12,1501,13,7,53.8,4,30.8,898,4190,2201,15,9,1,9,2,1011,7,86,19,2,17,0,1.32,30,32,28.2,30.3,14,26,0,0,120,29,29,50.0
Marcos Senesi,Bournemouth,ar ARG,DF,26,31,26,"2,242",5,4,0,13,0,2.0,2.0,1.7,31,127,4,0.20,0.16,0.36,0.08,0.07,0.15,0.08,,,,,,,,,,,,,,,,4,13,4,30.8,0.52,0.16,0.31,1.00,12.3,0,0,0,2.0,2.0,0.16,+2.0,+2.0,1005,1297,77.5,21763,9395,307,340,90.3,511,570,89.6,181,345,52.5,5,1.7,2.5,+3.3,22,156,31,11,127,1244,47,40,4,6,25,7,0,0,0,0,6,17,49,1.97,44,0,0,2,1,2,8,0.32,8,0,0,0,0,0,55,32,28,23,4,24,56,42.9,32,50,23,27,35,90,109,1,1614,184,743,762,129,20,1614,20,11,55.0,8,40.0,910,4789,3098,31,34,3,19,11,950,4,83,17,5,16,1,1.13,37,44,38.0,39.7,41,11,0,0,164,37,40,48.1
Marcus Rashford,Manchester Utd,eng ENG,FW,25,33,26,"2,271",2,5,2,2,0,7.4,5.8,2.3,95,65,184,0.08,0.20,0.28,0.29,0.09,0.38,0.23,,,,,,,,,,,,,,,,7,60,19,31.7,2.38,0.75,0.08,0.26,16.8,1,2,2,7.4,5.8,0.10,-0.4,-0.8,559,742,75.3,7674,2035,351,418,84.0,139,192,72.4,33,61,54.1,2,2.3,2.8,-0.3,23,34,30,1,65,708,26,0,6,4,35,16,3,0,0,0,8,18,87,3.45,57,1,16,7,6,0,12,0.48,10,0,1,0,1,0,19,12,9,4,6,9,26,34.6,17,15,1,14,4,23,21,0,1024,24,124,345,570,130,1022,109,48,44.0,53,48.6,689,4980,2388,95,51,64,59,38,798,184,83,12,7,17,0,1.61,36,37,34.3,47.6,13,21,12,0,81,15,26,36.6
Marcus Tavernier,Bournemouth,eng ENG,FW,24,30,25,"2,118",4,3,0,3,0,3.9,3.9,5.2,79,84,171,0.17,0.13,0.30,0.17,0.22,0.39,0.17,,,,,,,,,,,,,,,,3,53,16,30.2,2.25,0.68,0.06,0.19,20.0,4,0,0,3.9,3.9,0.07,-0.9,-0.9,658,920,71.5,10699,3392,358,421,85.0,222,282,78.7,60,142,42.3,4,5.2,4.2,-1.2,44,46,35,7,84,790,121,25,3,8,116,35,59,45,2,1,9,27,101,4.29,72,14,5,5,4,1,9,0.38,6,2,0,0,1,0,53,34,25,22,6,26,48,54.2,22,31,3,28,5,58,23,0,1246,34,182,404,686,94,1246,106,44,41.5,55,51.9,693,4995,2411,79,82,25,53,41,765,171,78,7,5,33,0,1.33,37,38,34.5,32.0,20,22,3,0,142,13,31,29.5
Mario Lemina,Wolves,ga GAB,MF,29,35,34,"2,968",1,4,0,12,1,4.6,4.6,1.5,32,76,49,0.03,0.12,0.15,0.14,0.05,0.19,0.14,,,,,,,,,,,,,,,,4,48,18,37.5,1.46,0.55,0.08,0.22,16.6,0,0,0,4.6,4.6,0.10,-0.6,-0.6,1261,1470,85.8,20364,5341,654,718,91.1,485,550,88.2,92,146,63.0,1,1.5,1.3,-0.5,20,65,8,3,76,1432,31,21,8,12,15,9,0,0,0,0,7,9,47,1.42,42,0,0,4,1,0,5,0.15,4,0,0,0,1,0,90,58,46,33,11,25,47,53.2,22,36,9,27,41,131,64,0,1817,130,557,980,308,51,1817,46,25,54.3,19,41.3,933,4903,2281,32,31,3,33,22,1203,49,86,26,1,40,0,1.14,43,55,40.5,59.0,43,24,8,0,199,35,41,46.1
Mark Flekken,Brentford,nl NED,GK,30,37,37,"3,285",1,0,0,3,0,0.0,0.0,0.5,0,5,0,0.03,0.00,0.03,0.00,0.01,0.01,0.00,63,1.73,176,113,65.3,10,9,18,7,18.9,2,2,0,0,0.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,1131,1580,71.6,32732,22385,159,161,98.8,575,580,99.1,394,832,47.4,1,0.5,0.2,+0.5,4,37,1,0,5,1122,455,166,0,5,0,0,0,0,0,0,3,0,10,0.27,3,7,0,0,0,0,3,0.08,1,2,0,0,0,0,1,1,1,0,0,1,5,20.0,4,1,0,1,0,1,17,1,1658,1268,1584,74,0,0,1658,4,3,75.0,1,25.0,930,5167,2908,0,0,0,0,0,810,0,89,36,0,N/a,0,1.05,53,63,56.8,54.3,2,4,0,0,41,10,1,90.9
